board_size,starting_player,trial_number,steps,reward_for_white_player,reward_for_black_player
4,black,260,37,0,17
4,black,261,24,0,0
4,black,262,46,17,0
4,black,263,49,0,17
4,black,264,34,17,0
4,black,265,28,0,0
4,black,266,64,17,0
4,black,267,23,0,17
4,black,268,32,17,0
4,black,269,42,17,0
4,black,270,32,17,0
4,black,271,52,0,0
4,black,272,35,0,0
4,black,273,37,0,0
4,black,274,47,0,0
4,black,275,34,0,0
4,black,276,38,0,0
4,black,277,30,0,0
4,black,278,52,17,0
4,black,279,49,0,17
4,black,280,38,0,0
4,black,281,42,17,0
4,black,282,30,0,0
4,black,283,36,17,0
4,black,284,46,17,0
4,black,285,33,0,17
4,black,286,44,17,0
4,black,287,55,0,0
4,black,288,42,0,0
4,black,289,27,0,0
4,black,290,36,17,0
4,black,291,32,0,0
4,black,292,41,0,0
4,black,293,36,0,0
4,black,294,45,0,17
4,black,295,33,0,17
4,black,296,45,0,0
4,black,297,57,0,17
4,black,298,46,0,0
4,black,299,64,17,0
5,white,0,53,26,0
5,white,1,60,0,26
5,white,2,49,26,0
5,white,3,43,26,0
5,white,4,48,0,0
5,white,5,63,26,0
5,white,6,63,26,0
5,white,7,56,0,0
5,white,8,47,0,0
5,white,9,62,0,26
5,white,10,79,0,0
5,white,11,53,26,0
5,white,12,48,0,26
5,white,13,56,0,0
5,white,14,65,0,0
5,white,15,53,0,0
5,white,16,54,0,0
5,white,17,61,26,0
5,white,18,52,0,0
5,white,19,51,0,0
5,white,20,63,26,0
5,white,21,62,0,26
5,white,22,86,0,26
5,white,23,53,0,0
5,white,24,72,0,26
5,white,25,56,0,0
5,white,26,70,0,0
5,white,27,68,0,0
5,white,28,65,0,0
5,white,29,70,0,0
5,white,30,55,26,0
5,white,31,67,26,0
5,white,32,53,26,0
5,white,33,54,0,0
5,white,34,62,0,0
5,white,35,63,26,0
5,white,36,54,0,0
5,white,37,69,0,0
5,white,38,87,0,0
5,white,39,78,0,26
5,white,40,71,0,0
5,white,41,64,0,26
5,white,42,76,0,26
5,white,43,48,0,0
5,white,44,52,0,26
5,white,45,63,26,0
5,white,46,54,0,0
5,white,47,67,0,0
5,white,48,60,0,0
5,white,49,72,0,0
5,white,50,56,0,0
5,white,51,82,0,26
5,white,52,66,0,26
5,white,53,60,0,26
5,white,54,50,0,0
5,white,55,39,26,0
5,white,56,62,0,26
5,white,57,59,0,0
5,white,58,78,0,0
5,white,59,63,26,0
5,white,60,75,0,0
5,white,61,51,26,0
5,white,62,57,26,0
5,white,63,72,0,0
5,white,64,60,0,26
5,white,65,65,26,0
5,white,66,54,0,0
5,white,67,60,0,0
5,white,68,56,0,0
5,white,69,54,0,26
5,white,70,60,0,0
5,white,71,48,0,0
5,white,72,80,0,0
5,white,73,68,0,0
5,white,74,47,0,0
5,white,75,64,0,26
5,white,76,48,0,0
5,white,77,58,0,26
5,white,78,58,0,0
5,white,79,55,0,0
5,white,80,60,0,26
5,white,81,60,0,0
5,white,82,62,0,0
5,white,83,67,26,0
5,white,84,82,0,26
5,white,85,52,0,0
5,white,86,72,0,0
5,white,87,61,0,0
5,white,88,69,26,0
5,white,89,60,0,0
5,white,90,74,0,0
5,white,91,66,0,26
5,white,92,64,0,26
5,white,93,60,0,0
5,white,94,40,0,26
5,white,95,68,0,26
5,white,96,48,0,0
5,white,97,47,0,0
5,white,98,59,0,0
5,white,99,68,0,0
5,white,100,72,0,0
5,white,101,52,0,26
5,white,102,48,0,0
5,white,103,60,0,26
5,white,104,50,0,26
5,white,105,67,0,0
5,white,106,75,0,0
5,white,107,66,0,0
5,white,108,59,0,0
5,white,109,46,0,0
5,white,110,74,0,0
5,white,111,62,0,0
5,white,112,65,26,0
5,white,113,58,0,0
5,white,114,74,0,26
5,white,115,59,26,0
5,white,116,75,26,0
5,white,117,52,0,0
5,white,118,62,0,0
5,white,119,57,26,0
5,white,120,62,0,26
5,white,121,44,0,26
5,white,122,66,0,0
5,white,123,65,0,0
5,white,124,45,26,0
5,white,125,49,0,0
5,white,126,62,0,26
5,white,127,87,0,0
5,white,128,68,0,0
5,white,129,43,26,0
5,white,130,77,26,0
5,white,131,82,0,26
5,white,132,69,26,0
5,white,133,67,26,0
5,white,134,73,26,0
5,white,135,39,26,0
5,white,136,55,0,0
5,white,137,67,26,0
5,white,138,67,0,0
5,white,139,65,0,0
5,white,140,64,0,0
5,white,141,81,0,0
5,white,142,58,0,26
5,white,143,57,0,0
5,white,144,61,26,0
5,white,145,76,0,26
5,white,146,48,0,0
5,white,147,70,0,0
5,white,148,55,26,0
5,white,149,74,0,26
5,white,150,69,26,0
5,white,151,76,0,26
5,white,152,66,0,26
5,white,153,54,0,26
5,white,154,49,0,0
5,white,155,54,0,0
5,white,156,60,0,0
5,white,157,57,0,0
5,white,158,63,26,0
5,white,159,55,26,0
5,white,160,48,0,26
5,white,161,48,0,26
5,white,162,44,0,0
5,white,163,60,0,0
5,white,164,51,26,0
5,white,165,62,0,26
5,white,166,56,0,0
5,white,167,62,0,26
5,white,168,60,0,26
5,white,169,59,26,0
5,white,170,62,0,26
5,white,171,62,0,0
5,white,172,57,26,0
5,white,173,80,0,26
5,white,174,53,26,0
5,white,175,61,0,0
5,white,176,54,0,0
5,white,177,63,0,0
5,white,178,82,0,0
5,white,179,52,0,0
5,white,180,64,0,0
5,white,181,54,0,26
5,white,182,47,26,0
5,white,183,60,0,26
5,white,184,65,0,0
5,white,185,43,0,0
5,white,186,52,0,26
5,white,187,61,26,0
5,white,188,47,26,0
5,white,189,53,26,0
5,white,190,73,0,0
5,white,191,52,0,26
5,white,192,57,26,0
5,white,193,49,0,0
5,white,194,61,0,0
5,white,195,51,0,0
5,white,196,64,0,0
5,white,197,60,0,26
5,white,198,59,0,0
5,white,199,59,26,0
5,white,200,57,26,0
5,white,201,46,0,26
5,white,202,56,0,0
5,white,203,58,0,0
5,white,204,53,0,0
5,white,205,77,26,0
5,white,206,76,0,0
5,white,207,53,0,0
5,white,208,65,0,0
5,white,209,64,0,0
5,white,210,75,0,0
5,white,211,50,0,0
5,white,212,60,0,0
5,white,213,54,0,26
5,white,214,74,0,26
5,white,215,68,0,0
5,white,216,66,0,26
5,white,217,65,26,0
5,white,218,51,26,0
5,white,219,63,0,0
5,white,220,54,0,26
5,white,221,60,0,26
5,white,222,57,26,0
5,white,223,78,0,26
5,white,224,57,0,0
5,white,225,79,0,0
5,white,226,63,26,0
5,white,227,80,0,26
5,white,228,76,0,26
5,white,229,49,0,0
5,white,230,40,0,0
5,white,231,60,0,0
5,white,232,42,0,0
5,white,233,51,26,0
5,white,234,46,0,0
5,white,235,56,0,26
5,white,236,92,0,0
5,white,237,70,0,0
5,white,238,67,26,0
5,white,239,61,26,0
5,white,240,58,0,0
5,white,241,59,0,0
5,white,242,57,0,0
5,white,243,82,0,0
5,white,244,55,0,0
5,white,245,100,0,26
5,white,246,58,0,0
5,white,247,58,0,0
5,white,248,68,0,26
5,white,249,56,0,0
5,white,250,100,0,26
5,white,251,64,0,26
5,white,252,75,0,0
5,white,253,60,0,0
5,white,254,69,0,0
5,white,255,65,0,0
5,white,256,50,0,0
5,white,257,55,0,0
5,white,258,93,26,0
5,white,259,61,0,0
5,white,260,66,0,0
5,white,261,56,0,26
5,white,262,58,0,26
5,white,263,61,0,0
5,white,264,90,0,0
5,white,265,77,0,0
5,white,266,65,26,0
5,white,267,68,0,0
5,white,268,52,0,26
5,white,269,68,0,26
5,white,270,86,0,26
5,white,271,54,0,26
5,white,272,48,0,0
5,white,273,51,26,0
5,white,274,55,26,0
5,white,275,51,26,0
5,white,276,63,0,0
5,white,277,71,26,0
5,white,278,63,26,0
5,white,279,60,0,26
5,white,280,82,0,26
5,white,281,60,0,26
5,white,282,71,0,0
5,white,283,64,0,26
5,white,284,69,0,0
5,white,285,80,0,26
5,white,286,46,0,0
5,white,287,69,0,0
5,white,288,75,0,0
5,white,289,46,0,26
5,white,290,76,0,0
5,white,291,76,0,26
5,white,292,83,0,0
5,white,293,79,0,0
5,white,294,61,0,0
5,white,295,64,0,0
5,white,296,59,0,0
5,white,297,80,0,26
5,white,298,66,0,0
5,white,299,59,26,0
5,black,0,61,0,0
5,black,1,49,0,26
5,black,2,70,0,0
5,black,3,63,0,26
5,black,4,64,0,0
5,black,5,80,0,0
5,black,6,52,0,0
5,black,7,65,0,0
5,black,8,59,0,26
5,black,9,56,26,0
5,black,10,45,0,0
5,black,11,75,0,0
5,black,12,57,0,0
5,black,13,51,0,26
5,black,14,53,0,0
5,black,15,56,0,0
5,black,16,86,26,0
5,black,17,62,26,0
5,black,18,74,26,0
5,black,19,75,0,0
5,black,20,67,0,0
5,black,21,71,0,26
5,black,22,53,0,0
5,black,23,46,0,0
5,black,24,59,0,26
5,black,25,46,26,0
5,black,26,80,26,0
5,black,27,64,26,0
5,black,28,48,0,0
5,black,29,72,26,0
5,black,30,64,0,0
5,black,31,66,26,0
5,black,32,45,0,0
5,black,33,69,0,0
5,black,34,73,0,0
5,black,35,75,0,0
5,black,36,68,0,0
5,black,37,66,26,0
5,black,38,72,26,0
5,black,39,56,0,0
5,black,40,50,26,0
5,black,41,55,0,0
5,black,42,61,0,0
5,black,43,58,0,0
5,black,44,58,26,0
5,black,45,87,0,0
5,black,46,80,26,0
5,black,47,99,0,26
5,black,48,67,0,0
5,black,49,69,0,26
5,black,50,45,0,26
5,black,51,57,0,26
5,black,52,84,26,0
5,black,53,51,0,26
5,black,54,60,0,0
5,black,55,85,0,0
5,black,56,46,0,0
5,black,57,73,0,0
5,black,58,81,0,26
5,black,59,46,26,0
5,black,60,61,0,26
5,black,61,55,0,26
5,black,62,64,0,0
5,black,63,52,0,0
5,black,64,91,0,0
5,black,65,64,0,0
5,black,66,81,0,0
5,black,67,53,0,0
5,black,68,72,0,0
5,black,69,80,0,0
5,black,70,76,26,0
5,black,71,75,0,26
5,black,72,50,0,0
5,black,73,75,0,26
5,black,74,49,0,0
5,black,75,55,0,26
5,black,76,59,0,26
5,black,77,70,26,0
5,black,78,46,0,0
5,black,79,57,0,26
5,black,80,54,0,0
5,black,81,67,0,0
5,black,82,62,0,0
5,black,83,54,26,0
5,black,84,84,0,0
5,black,85,51,0,26
5,black,86,79,0,0
5,black,87,47,0,26
5,black,88,80,0,0
5,black,89,74,0,0
5,black,90,96,26,0
5,black,91,55,0,26
5,black,92,63,0,26
5,black,93,90,0,0
5,black,94,70,26,0
5,black,95,55,0,0
5,black,96,56,26,0
5,black,97,50,26,0
5,black,98,42,26,0
5,black,99,62,0,0
5,black,100,85,0,26
5,black,101,62,0,0
5,black,102,68,0,0
5,black,103,70,0,0
5,black,104,69,0,26
5,black,105,51,0,0
5,black,106,49,0,26
5,black,107,64,0,0
5,black,108,43,0,26
5,black,109,74,26,0
5,black,110,58,26,0
5,black,111,76,26,0
5,black,112,56,0,0
5,black,113,47,0,0
5,black,114,83,0,26
5,black,115,57,0,26
5,black,116,60,0,0
5,black,117,78,26,0
5,black,118,61,0,26
5,black,119,54,26,0
5,black,120,56,0,0
5,black,121,79,0,26
5,black,122,72,0,0
5,black,123,47,0,0
5,black,124,51,0,26
5,black,125,50,26,0
5,black,126,60,26,0
5,black,127,67,0,26
5,black,128,58,0,0
5,black,129,59,0,0
5,black,130,96,0,0
5,black,131,79,0,0
5,black,132,50,0,0
5,black,133,62,26,0
5,black,134,80,26,0
5,black,135,64,26,0
5,black,136,64,0,0
5,black,137,49,0,26
5,black,138,58,0,0
5,black,139,55,0,26
5,black,140,78,26,0
5,black,141,67,0,0
5,black,142,74,26,0
5,black,143,47,0,26
5,black,144,81,0,26
5,black,145,91,0,26
5,black,146,55,0,0
5,black,147,39,0,0
5,black,148,51,0,0
5,black,149,63,0,26
5,black,150,48,26,0
5,black,151,48,26,0
5,black,152,52,26,0
5,black,153,71,0,0
5,black,154,60,26,0
5,black,155,76,0,0
5,black,156,58,0,0
5,black,157,68,26,0
5,black,158,76,26,0
5,black,159,60,26,0
5,black,160,56,26,0
5,black,161,81,0,0
5,black,162,91,0,26
5,black,163,56,0,0
5,black,164,59,0,0
5,black,165,62,26,0
5,black,166,95,0,0
5,black,167,56,0,0
5,black,168,69,0,0
5,black,169,64,26,0
5,black,170,67,0,26
5,black,171,89,0,0
5,black,172,56,0,0
5,black,173,69,0,26
5,black,174,64,26,0
5,black,175,61,0,26
5,black,176,69,0,26
5,black,177,64,0,0
5,black,178,59,0,0
5,black,179,51,0,0
5,black,180,73,0,26
5,black,181,60,0,0
5,black,182,56,0,0
5,black,183,84,26,0
5,black,184,55,0,0
5,black,185,52,26,0
5,black,186,64,0,0
5,black,187,53,0,26
5,black,188,89,0,26
5,black,189,60,26,0
5,black,190,60,0,0
5,black,191,53,0,0
5,black,192,65,0,26
5,black,193,59,0,0
5,black,194,56,0,0
5,black,195,87,0,26
5,black,196,40,26,0
5,black,197,57,0,0
5,black,198,46,26,0
5,black,199,51,0,26
5,black,200,55,0,0
5,black,201,72,0,0
5,black,202,75,0,26
5,black,203,63,0,0
5,black,204,56,0,0
5,black,205,57,0,26
5,black,206,60,26,0
5,black,207,50,0,0
5,black,208,54,26,0
5,black,209,52,26,0
5,black,210,58,0,0
5,black,211,65,0,0
5,black,212,46,0,0
5,black,213,61,0,0
5,black,214,63,0,26
5,black,215,48,0,0
5,black,216,60,26,0
5,black,217,68,0,0
5,black,218,57,0,0
5,black,219,61,0,0
5,black,220,50,26,0
5,black,221,52,26,0
5,black,222,61,0,26
5,black,223,57,0,0
5,black,224,59,0,26
5,black,225,59,0,0
5,black,226,57,0,26
5,black,227,50,0,0
5,black,228,62,0,0
5,black,229,55,0,26
5,black,230,59,0,0
5,black,231,61,0,0
5,black,232,52,26,0
5,black,233,58,26,0
5,black,234,61,0,0
5,black,235,64,26,0
5,black,236,75,0,0
5,black,237,65,0,0
5,black,238,36,26,0
5,black,239,47,0,26
5,black,240,62,0,0
5,black,241,49,0,26
5,black,242,65,0,26
5,black,243,62,0,0
5,black,244,53,0,26
5,black,245,78,26,0
5,black,246,80,0,0
5,black,247,72,0,0
5,black,248,63,0,26
5,black,249,58,0,0
5,black,250,59,0,26
5,black,251,61,0,0
5,black,252,39,0,26
5,black,253,67,0,26
5,black,254,59,0,0
5,black,255,56,26,0
5,black,256,59,0,0
5,black,257,49,0,26
5,black,258,55,0,0
5,black,259,52,0,0
5,black,260,56,26,0
5,black,261,56,0,0
5,black,262,81,0,0
5,black,263,66,0,0
5,black,264,67,0,26
5,black,265,51,0,0
5,black,266,34,26,0
5,black,267,50,0,0
5,black,268,57,0,26
5,black,269,52,26,0
5,black,270,57,0,0
5,black,271,44,26,0
5,black,272,73,0,0
5,black,273,67,0,0
5,black,274,73,0,0
5,black,275,60,0,0
5,black,276,81,0,0
5,black,277,60,26,0
5,black,278,51,0,0
5,black,279,61,0,26
5,black,280,50,26,0
5,black,281,57,0,26
5,black,282,66,26,0
5,black,283,62,26,0
5,black,284,71,0,0
5,black,285,73,0,26
5,black,286,62,0,0
5,black,287,80,26,0
5,black,288,71,0,0
5,black,289,53,0,0
5,black,290,57,0,0
5,black,291,91,0,26
5,black,292,75,0,0
5,black,293,71,0,26
5,black,294,71,0,26
5,black,295,37,0,26
5,black,296,51,0,0
5,black,297,81,0,26
5,black,298,65,0,0
5,black,299,61,0,0
